model,experiment,horizon,router,train_time_sec,inference_time_sec,MAE,RMSE,sMAPE,MSLE,P99_abs_error
TiDE,TiDE_raw,12,dallas,1.3433997631072998,1.453422784805298,264358773.3517241,283882168.5453148,92.50017411494504,1.3949384568843697,428951720.6400002
TiDE,TiDE_raw,24,dallas,1.3433997631072998,1.453422784805298,366443745.1586207,373265975.7805629,108.54331254734062,1.9130752705472969,520247460.16000015
TiDE,TiDE_score_as_feature,1,dallas,1.6020092964172363,1.7385289669036863,100723630.95172414,120032981.83082633,53.04140818779037,0.4431746040327406,257279859.20000008
TiDE,TiDE_score_as_feature,6,dallas,1.6020092964172363,1.7385289669036863,157893704.66206896,180815191.0887337,70.03591855198088,0.7656556356740911,431084675.5200003
TiDE,TiDE_score_as_feature,12,dallas,1.6020092964172363,1.7385289669036863,239746909.62758625,257372462.30942345,88.8397977152107,1.2573390458852187,372304649.92
TiDE,TiDE_score_as_feature,24,dallas,1.6020092964172363,1.7385289669036863,384837627.4206896,399101707.0042544,109.6276985411382,2.064202684896079,572996341.44
TiDE,TiDE_mask_out,1,dallas,1.33298659324646,1.4313199520111084,129430558.12413794,146030639.49716526,64.10760278134656,0.6467236148417989,309849994.88000005
TiDE,TiDE_mask_out,6,dallas,1.33298659324646,1.4313199520111084,187021285.5724138,210575828.95271832,77.73450458272822,0.9855698941709292,448123714.5599999
TiDE,TiDE_mask_out,12,dallas,1.33298659324646,1.4313199520111084,265299206.56551725,286181034.2046484,92.4683891464689,1.4046360927907655,438680435.5199999
TiDE,TiDE_mask_out,24,dallas,1.33298659324646,1.4313199520111084,358582878.9517241,365581941.9336973,107.53646730252947,1.8756271320313649,512067092.8000001
TiDE,TiDE_both,1,dallas,1.58185076713562,1.7166380882263184,112024971.5862069,130592123.83684008,57.27080612815571,0.5171528004893213,283417105.9200001
TiDE,TiDE_both,6,dallas,1.58185076713562,1.7166380882263184,152794847.50344828,176715302.46670777,68.73693508286769,0.7473865508254524,432295268.8000002
TiDE,TiDE_both,12,dallas,1.58185076713562,1.7166380882263184,257217950.51034483,273859405.5270817,91.9835881839772,1.347497807896773,396213329.6
TiDE,TiDE_both,24,dallas,1.58185076713562,1.7166380882263184,392561381.79310346,406718753.0363687,110.52421821118747,2.102859860530637,574379366.4
GRU-LSTM,GRU_raw,1,elpaso,8.895663738250732,0.0013263225555419,73526712.0,94432250.88660674,69.74287414550781,2.6003975868225098,272997312.0
GRU-LSTM,GRU_raw,6,elpaso,8.895663738250732,0.0013263225555419,140754864.0,216698854.5669393,85.7547836303711,5.366949081420898,718512128.0
GRU-LSTM,GRU_raw,12,elpaso,8.895663738250732,0.0013263225555419,125733336.0,187985061.0384124,88.160400390625,6.341207504272461,580245120.0
GRU-LSTM,GRU_raw,24,elpaso,8.895663738250732,0.0013263225555419,75644496.0,100754587.93682608,104.02513885498048,23.93111801147461,294038464.0
GRU-LSTM,GRU_mask_out,1,elpaso,8.896000862121582,0.0013155937194824,65094176.0,79392069.69264172,66.45013427734375,2.152637243270874,168701152.0
GRU-LSTM,GRU_mask_out,6,elpaso,8.896000862121582,0.0013155937194824,97954856.0,119973614.03454491,82.01468658447266,4.344058513641357,253641168.0
GRU-LSTM,GRU_mask_out,12,elpaso,8.896000862121582,0.0013155937194824,76400416.0,96142663.36337242,90.39028930664062,3.7292206287384033,243172208.0
GRU-LSTM,GRU_mask_out,24,elpaso,8.896000862121582,0.0013155937194824,76050480.0,101835684.80692557,102.43753051757812,5.384284496307373,303039872.0
GRU-LSTM,GRU_score_as_feature,1,elpaso,8.974283933639526,0.0013518333435058,70076504.0,82660132.94263802,70.62446594238281,2.270364999771118,179202928.0
GRU-LSTM,GRU_score_as_feature,6,elpaso,8.974283933639526,0.0013518333435058,86781232.0,104240184.20596342,83.95917510986328,3.449655532836914,268507136.0
GRU-LSTM,GRU_score_as_feature,12,elpaso,8.974283933639526,0.0013518333435058,75579360.0,89095773.20975499,86.74137878417969,4.154189109802246,156983904.0
GRU-LSTM,GRU_score_as_feature,24,elpaso,8.974283933639526,0.0013518333435058,75105664.0,90419509.40286814,103.46454620361328,5.798774242401123,209386416.0
GRU-LSTM,GRU_both,1,elpaso,9.03183913230896,0.0014121532440185,71850672.0,89032739.40293272,71.4792709350586,2.029313802719116,218434256.0
GRU-LSTM,GRU_both,6,elpaso,9.03183913230896,0.0014121532440185,102654704.0,128016700.36692208,87.73052978515625,3.5334997177124023,353167264.0
GRU-LSTM,GRU_both,12,elpaso,9.03183913230896,0.0014121532440185,100727112.0,126426439.30916704,103.52853393554688,4.311127185821533,327857760.0
GRU-LSTM,GRU_both,24,elpaso,9.03183913230896,0.0014121532440185,76646032.0,96123133.75792648,108.48934936523438,16.997554779052734,228890160.0
SARIMA,SARIMA_raw,1,elpaso,3.462491273880005,0.0129132270812988,69864276.49341232,89353577.6061978,69.63940103585864,2.592432487703851,249736668.6836924
SARIMA,SARIMA_raw,6,elpaso,3.462491273880005,0.0129132270812988,71762202.39259118,90569418.6217524,76.81893289887508,3.4581553587514966,249736668.6836924
SARIMA,SARIMA_raw,12,elpaso,3.462491273880005,0.0129132270812988,69857952.51313624,88847724.07059948,83.354456422867,4.165024506374394,249736668.6836924
SARIMA,SARIMA_raw,24,elpaso,3.462491273880005,0.0129132270812988,83250225.86392494,104544838.02346066,103.85367989553012,6.531457394109075,258207715.70573217
XGBoost,XGB_raw,1,elpaso,1.3063242435455322,0.0014142990112304,49983884.0,63718458.7082092,59.20998001098633,1.9739537239074707,150540112.0
XGBoost,XGB_raw,6,elpaso,1.5592632293701172,0.0017247200012207,86645448.0,111229454.39407028,77.59063720703125,4.175581932067871,311121248.0
XGBoost,XGB_raw,12,elpaso,1.2231323719024658,0.0014178752899169,85516872.0,106014451.73994844,87.01850891113281,4.883057117462158,243479472.0
XGBoost,XGB_raw,24,elpaso,1.225904941558838,0.0015735626220703,107727040.0,140938813.49760893,109.77181243896484,7.155206680297852,518266336.0
NBEATS,NBEATS_raw,1,elpaso,2.6912591457366943,2.843008041381836,37102452.68275862,50335278.99427548,45.08530931855751,3.974314338574138,145631315.20000002
NBEATS,NBEATS_raw,6,elpaso,2.6912591457366943,2.843008041381836,46435566.02758621,58877888.30755608,55.27872763549645,1.7883937627857724,149484327.36000004
NBEATS,NBEATS_raw,12,elpaso,2.6912591457366943,2.843008041381836,60123121.12413793,74920830.49962024,67.73010117441025,2.556432654540276,214134579.2
NBEATS,NBEATS_raw,24,elpaso,2.6912591457366943,2.843008041381836,67697072.09655173,84495159.29238059,82.03980728167582,5.506347515554885,230748931.20000005
NBEATS,NBEATS_mask_out,1,elpaso,2.6599373817443848,2.7924585342407227,39885120.0137931,51380330.60603053,45.17628161703624,0.9999562455118606,138988380.16000012
NBEATS,NBEATS_mask_out,6,elpaso,2.6599373817443848,2.7924585342407227,50248226.64827586,62269704.91864391,57.0904279205178,1.8181504369421648,158970032.96000004
NBEATS,NBEATS_mask_out,12,elpaso,2.6599373817443848,2.7924585342407227,60926506.10344828,76550136.74588354,67.0148758500348,2.656979297009705,206589494.72
NBEATS,NBEATS_mask_out,24,elpaso,2.6599373817443848,2.7924585342407227,67148821.6762931,87078996.82942657,78.61908561971386,4.226061663493433,274690572.1600001
TiDE,TiDE_raw,1,elpaso,1.353696584701538,1.4795255661010742,62387599.22758621,70100930.49583578,62.51018126940369,1.336397307184769,136919521.60000002
TiDE,TiDE_raw,6,elpaso,1.353696584701538,1.4795255661010742,64279103.55862069,73856741.36845551,65.67613513919989,2.185090167216048,152004740.16
TiDE,TiDE_raw,12,elpaso,1.353696584701538,1.4795255661010742,67367091.46206896,77400841.81404184,71.7159532166136,2.879112928292108,162857325.44
TiDE,TiDE_raw,24,elpaso,1.353696584701538,1.4795255661010742,65978932.68965517,78392269.79600233,79.50845693026135,4.346929583851057,181662231.68
TiDE,TiDE_score_as_feature,1,elpaso,1.5969583988189695,1.7690331935882568,56176853.5862069,70600952.88160554,57.98339545525486,1.0387242984165848,154790380.8
TiDE,TiDE_score_as_feature,6,elpaso,1.5969583988189695,1.7690331935882568,60642971.862068966,70033308.87948227,62.46589425609665,2.177508088503338,152500379.52
TiDE,TiDE_score_as_feature,12,elpaso,1.5969583988189695,1.7690331935882568,60284284.74482758,73050063.99890769,66.31302194203836,2.8806374874752043,182904830.7200001
TiDE,TiDE_score_as_feature,24,elpaso,1.5969583988189695,1.7690331935882568,69946611.9724138,81847048.0073028,81.36545786528849,4.4998451917586975,175900484.16000003
TiDE,TiDE_mask_out,1,elpaso,1.328171968460083,1.468918800354004,61860725.5724138,69683435.79245083,62.14623380962741,1.3334004572291116,136583031.36
TiDE,TiDE_mask_out,6,elpaso,1.328171968460083,1.468918800354004,64164814.45517241,73662730.32023549,65.58259825724978,2.18815281045301,151142308.16
TiDE,TiDE_mask_out,12,elpaso,1.328171968460083,1.468918800354004,67614994.46896552,77627088.59502964,71.77163087612317,2.8954034069882058,164424960.0
TiDE,TiDE_mask_out,24,elpaso,1.328171968460083,1.468918800354004,66645573.29655173,78711088.50313886,79.97782231903203,4.351624658444032,179933235.20000002
TiDE,TiDE_both,1,elpaso,1.584686040878296,1.7687594890594482,56466872.88275862,70689725.52793701,58.23395467021146,1.0673675575579025,154907245.44000003
TiDE,TiDE_both,6,elpaso,1.584686040878296,1.7687594890594482,59960235.862068966,69411732.36127903,62.007053385890856,2.175880318862755,155851093.76000002
TiDE,TiDE_both,12,elpaso,1.584686040878296,1.7687594890594482,60592934.0137931,73073341.51070267,66.5804600986643,2.879818155525114,182843632.0000001
TiDE,TiDE_both,24,elpaso,1.584686040878296,1.7687594890594482,70546789.84827586,81988307.71284531,81.87953957717842,4.49476765991446,173789381.44000003
GRU-LSTM,GRU_raw,1,jackson,9.735965251922607,0.0018105506896972,61064840.0,79447544.91083999,113.28605651855467,20.739294052124023,195876720.0
GRU-LSTM,GRU_raw,6,jackson,9.735965251922607,0.0018105506896972,146929152.0,209262307.7763951,150.17446899414062,52.82149887084961,520792544.0
GRU-LSTM,GRU_raw,12,jackson,9.735965251922607,0.0018105506896972,204580512.0,274099366.56181735,144.06326293945312,10.143259048461914,600926912.0
GRU-LSTM,GRU_raw,24,jackson,9.735965251922607,0.0018105506896972,226326544.0,286911024.3622975,158.8280029296875,14.050399780273438,628124928.0
GRU-LSTM,GRU_mask_out,1,jackson,9.025585889816284,0.0014662742614746,47149628.0,61537518.819272,128.7437286376953,61.73696899414063,144398368.0
GRU-LSTM,GRU_mask_out,6,jackson,9.025585889816284,0.0014662742614746,384676736.0,418550249.6477833,167.76016235351562,13.366966247558594,669678912.0
GRU-LSTM,GRU_mask_out,12,jackson,9.025585889816284,0.0014662742614746,187157200.0,219496765.3579851,147.09043884277344,11.527945518493652,466377984.0
GRU-LSTM,GRU_mask_out,24,jackson,9.025585889816284,0.0014662742614746,119352816.0,152103952.23837423,145.7655029296875,25.976449966430664,421967232.0
GRU-LSTM,GRU_score_as_feature,1,jackson,9.9725022315979,0.0016756057739257,37623972.0,49008386.502645686,114.15750885009766,46.66928863525391,114727408.0
GRU-LSTM,GRU_score_as_feature,6,jackson,9.9725022315979,0.0016756057739257,96408216.0,140789076.21450067,124.41497802734376,20.06269836425781,455430304.0
GRU-LSTM,GRU_score_as_feature,12,jackson,9.9725022315979,0.0016756057739257,145562400.0,196718932.0750803,141.740234375,25.484840393066406,440780480.0
GRU-LSTM,GRU_score_as_feature,24,jackson,9.9725022315979,0.0016756057739257,160180896.0,246681256.09898812,144.5043182373047,32.753997802734375,693726976.0
GRU-LSTM,GRU_both,1,jackson,9.033487558364868,0.0016515254974365,43477912.0,56930099.921643,106.26636505126952,19.327056884765625,145390640.0
GRU-LSTM,GRU_both,6,jackson,9.033487558364868,0.0016515254974365,79068312.0,124738509.89489616,115.56481170654295,5.99083948135376,493017504.0
GRU-LSTM,GRU_both,12,jackson,9.033487558364868,0.0016515254974365,189444048.0,272023650.18753874,140.797607421875,27.00773429870605,587465088.0
GRU-LSTM,GRU_both,24,jackson,9.033487558364868,0.0016515254974365,193696480.0,276409732.10957783,144.5437469482422,14.23044776916504,679204160.0
SARIMA,SARIMA_raw,1,jackson,5.8042967319488525,0.0194783210754394,79330336.92049284,115558848.20532264,162.3305880504281,140.2118655438013,289510608.4168494
SARIMA,SARIMA_raw,6,jackson,5.8042967319488525,0.0194783210754394,78000891.15919282,115101183.70473713,165.67599103894165,142.6723554281662,289510608.4168494
SARIMA,SARIMA_raw,12,jackson,5.8042967319488525,0.0194783210754394,75346458.16950208,114185950.94096953,165.67599103894148,135.968951663109,289510608.4168494
SARIMA,SARIMA_raw,24,jackson,5.8042967319488525,0.0194783210754394,79878587.9513484,122320671.86148116,170.93641461794329,137.20627487281433,306849389.7487754
XGBoost,XGB_raw,1,jackson,1.2011675834655762,0.0014233589172363,35230528.0,44675409.795734026,92.87830352783205,4.233299255371094,115982968.0
XGBoost,XGB_raw,6,jackson,1.1726312637329102,0.001399278640747,100023600.0,114172750.1175507,129.88262939453125,7.184737682342529,246604528.0
XGBoost,XGB_raw,12,jackson,1.175948143005371,0.0014045238494873,130320792.0,146247743.2668677,142.90457153320312,9.35547161102295,324042208.0
XGBoost,XGB_raw,24,jackson,1.190603256225586,0.0013747215270996,108376592.0,128834596.13279308,144.14459228515625,10.781498908996582,324519456.0
NBEATS,NBEATS_raw,1,jackson,2.64243221282959,2.807645082473755,32272483.992887933,42384929.46448448,108.71847842986566,54.308105862532216,116939150.64000002
NBEATS,NBEATS_raw,6,jackson,2.64243221282959,2.807645082473755,181884837.6862069,220823533.61442733,137.77760649014513,8.824589109294774,543809420.48
NBEATS,NBEATS_raw,12,jackson,2.64243221282959,2.807645082473755,230254978.0137931,256827325.02550867,157.61610308126544,10.240034232415578,538034554.56
NBEATS,NBEATS_raw,24,jackson,2.64243221282959,2.807645082473755,120087134.4,154502407.56834468,138.51567687552577,10.905236252664816,404190416.32000005
NBEATS,NBEATS_mask_out,1,jackson,2.625436782836914,2.789276599884033,35917187.95862069,47393214.24800201,101.31276009819004,26.55216632918481,115946131.76
NBEATS,NBEATS_mask_out,6,jackson,2.625436782836914,2.789276599884033,167733349.71724138,220917416.68431845,129.2970631568186,8.536563454092216,557899573.44
NBEATS,NBEATS_mask_out,12,jackson,2.625436782836914,2.789276599884033,257229315.3758621,284166010.5204281,160.76699016731803,13.053657658935649,516578116.48
NBEATS,NBEATS_mask_out,24,jackson,2.625436782836914,2.789276599884033,99460963.63793103,133116570.58063687,130.66167706397073,9.081079455973212,378773720.9600001
TiDE,TiDE_raw,1,jackson,1.3017845153808594,1.4156835079193115,47358885.2,51087630.1750607,109.96764058831778,3.552034493962299,86440532.56
TiDE,TiDE_raw,6,jackson,1.3017845153808594,1.4156835079193115,62289028.52413793,69569991.70523617,114.8116569265566,5.238641577009484,145078063.68
TiDE,TiDE_raw,12,jackson,1.3017845153808594,1.4156835079193115,69175417.26896551,78987279.45927356,118.74733419755007,6.469033277974354,146827232.96
TiDE,TiDE_raw,24,jackson,1.3017845153808594,1.4156835079193115,98819017.10344829,104551851.54065204,137.71920891973048,8.982363531840535,179193546.88000005
TiDE,TiDE_score_as_feature,1,jackson,1.577174425125122,1.7069048881530762,33878422.97931034,40958516.70256308,92.70019777666108,3.294809689776168,83404934.08000003
TiDE,TiDE_score_as_feature,6,jackson,1.577174425125122,1.7069048881530762,46565409.66896552,53998260.36568067,104.12956012838625,4.456637705134824,124323816.32000002
TiDE,TiDE_score_as_feature,12,jackson,1.577174425125122,1.7069048881530762,67601907.39310345,75343976.1994733,120.72893169417397,6.099286189781673,152050449.60000002
TiDE,TiDE_score_as_feature,24,jackson,1.577174425125122,1.7069048881530762,97536778.70344828,105995865.63908514,135.80806175667794,8.968831971865614,181777632.64
TiDE,TiDE_mask_out,1,jackson,1.335763692855835,1.4398987293243408,49781324.62068965,53429479.17192285,112.25060859135442,3.6993730590696376,89527824.24
TiDE,TiDE_mask_out,6,jackson,1.335763692855835,1.4398987293243408,59594690.37241379,66756037.54308729,113.44742230421106,5.114683329804708,136455751.04000002
TiDE,TiDE_mask_out,12,jackson,1.335763692855835,1.4398987293243408,68861942.86896552,78872350.02046661,118.40487218676628,6.445963540582306,145222610.24
TiDE,TiDE_mask_out,24,jackson,1.335763692855835,1.4398987293243408,99671303.2275862,105199507.9605535,137.90771966909082,9.058850048835318,178065545.60000005
TiDE,TiDE_both,1,jackson,1.5651342868804932,1.6894936561584473,34325509.80689655,40954102.47770358,93.52587630411632,2.102127982808497,83770485.44000001
TiDE,TiDE_both,6,jackson,1.5651342868804932,1.6894936561584473,48640114.67586207,56067728.20522124,105.63581079821904,4.5872781968575,126112483.52000004
TiDE,TiDE_both,12,jackson,1.5651342868804932,1.6894936561584473,68022791.06206897,75951273.14731418,120.8324557843956,6.115447741705235,151033472.96000004
TiDE,TiDE_both,24,jackson,1.5651342868804932,1.6894936561584473,98271305.54482758,104865211.1196268,136.85825212082725,9.032603878737223,175613683.52
GRU-LSTM,GRU_raw,1,jacksonville,8.865768194198608,0.0014741420745849,414889472.0,544987130.9782606,58.75769805908203,0.6288118362426758,1402315904.0
GRU-LSTM,GRU_raw,6,jacksonville,8.865768194198608,0.0014741420745849,399420896.0,550236883.9610826,55.02569580078125,0.7349092364311218,1403845504.0
GRU-LSTM,GRU_raw,12,jacksonville,8.865768194198608,0.0014741420745849,381058944.0,454539913.2484696,67.75119018554688,18.26227188110352,923752128.0
GRU-LSTM,GRU_raw,24,jacksonville,8.865768194198608,0.0014741420745849,299436256.0,393312479.0013479,62.17535018920898,5.039674758911133,916285184.0
GRU-LSTM,GRU_mask_out,1,jacksonville,8.885333776473999,0.0013611316680908,371222464.0,441809610.96765447,54.806678771972656,0.455846756696701,1099358848.0
GRU-LSTM,GRU_mask_out,6,jacksonville,8.885333776473999,0.0013611316680908,396117696.0,486456136.3468894,57.636348724365234,0.5748093724250793,1032925952.0
GRU-LSTM,GRU_mask_out,12,jacksonville,8.885333776473999,0.0013611316680908,346628288.0,416380468.17156166,53.76975631713867,0.908309280872345,932195648.0
GRU-LSTM,GRU_mask_out,24,jacksonville,8.885333776473999,0.0013611316680908,508632032.0,689199708.8974206,75.1900405883789,6.2393879890441895,1612672000.0
GRU-LSTM,GRU_score_as_feature,1,jacksonville,9.00719141960144,0.0014955997467041,371783776.0,472635617.93495744,63.077091217041016,5.367025375366211,1168943616.0
GRU-LSTM,GRU_score_as_feature,6,jacksonville,9.00719141960144,0.0014955997467041,371353248.0,472873916.9430972,56.70626831054688,0.5626340508460999,1105638016.0
GRU-LSTM,GRU_score_as_feature,12,jacksonville,9.00719141960144,0.0014955997467041,303025184.0,369610641.4033989,51.12016677856445,0.8405659198760986,778118976.0
GRU-LSTM,GRU_score_as_feature,24,jacksonville,9.00719141960144,0.0014955997467041,512870752.0,715002962.0137068,74.92525482177734,7.117408275604248,1803763200.0
GRU-LSTM,GRU_both,1,jacksonville,8.965250253677368,0.0014610290527343,346774688.0,415045898.7434786,56.60227966308594,0.5085231065750122,897753280.0
GRU-LSTM,GRU_both,6,jacksonville,8.965250253677368,0.0014610290527343,339007840.0,425635952.3970789,55.025184631347656,0.5012837648391724,936385664.0
GRU-LSTM,GRU_both,12,jacksonville,8.965250253677368,0.0014610290527343,358120640.0,416120015.31505024,56.0130615234375,0.8479843735694885,860078592.0
GRU-LSTM,GRU_both,24,jacksonville,8.965250253677368,0.0014610290527343,429770912.0,566492456.158718,70.0064926147461,6.412092208862305,1275870592.0
SARIMA,SARIMA_raw,1,jacksonville,2.796346426010132,0.0119774341583251,325248133.43227345,433303569.15247935,62.52214245805615,0.69437880998176,1311972066.3921566
SARIMA,SARIMA_raw,6,jacksonville,2.796346426010132,0.0119774341583251,320356260.6622258,431696999.0722164,61.63008707907679,0.6887923510859179,1311972066.3921566
SARIMA,SARIMA_raw,12,jacksonville,2.796346426010132,0.0119774341583251,320583243.8606361,432293667.2335275,63.94203884909698,1.012862989723751,1311972066.3921566
SARIMA,SARIMA_raw,24,jacksonville,2.796346426010132,0.0119774341583251,297210435.5601921,408063706.3168326,77.13025171356318,4.292806639472852,1311972066.3921566
XGBoost,XGB_raw,1,jacksonville,1.248232364654541,0.0014142990112304,136799152.0,188061452.8880784,22.627853393554688,0.0899849757552146,574974016.0
XGBoost,XGB_raw,6,jacksonville,1.2182304859161377,0.0014088153839111,293464512.0,377678435.5520527,44.97710037231445,0.3259759545326233,1070780032.0
XGBoost,XGB_raw,12,jacksonville,1.1883437633514404,0.0014057159423828,328324480.0,399989697.39709455,53.47823333740234,0.732812225818634,917914752.0
XGBoost,XGB_raw,24,jacksonville,1.1709084510803225,0.0013966560363769,315257376.0,370855722.2674636,69.3296890258789,4.7853217124938965,937720512.0
NBEATS,NBEATS_raw,1,jacksonville,2.6827752590179443,2.82220458984375,150544025.93103448,200858486.7346885,28.99572777697762,0.1306794129978546,612026799.6800001
NBEATS,NBEATS_raw,6,jacksonville,2.6827752590179443,2.82220458984375,288272602.97931033,392290498.4661776,49.44044275394132,0.4055036835062865,1156748645.76
NBEATS,NBEATS_raw,12,jacksonville,2.6827752590179443,2.82220458984375,290066377.9862069,367485973.655625,53.50376995093479,0.6904780620959222,1011077451.5200008
NBEATS,NBEATS_raw,24,jacksonville,2.6827752590179443,2.82220458984375,300536437.35172415,378975487.19373727,59.25463178708149,3.691740120538133,1025216988.8000002
NBEATS,NBEATS_mask_out,1,jacksonville,2.702221632003784,2.807465076446533,183062371.91724136,236881949.7388487,34.82477540603167,0.188952575490179,681989549.7600001
NBEATS,NBEATS_mask_out,6,jacksonville,2.702221632003784,2.807465076446533,300486647.9448276,399020786.4202955,53.17380586377506,0.4905007188272093,1117313185.92
NBEATS,NBEATS_mask_out,12,jacksonville,2.702221632003784,2.807465076446533,298339121.8206897,367158780.09885305,54.2037549190554,0.6753117668330514,915521278.4000002
NBEATS,NBEATS_mask_out,24,jacksonville,2.702221632003784,2.807465076446533,299964097.4896552,375986906.56187457,60.16483973142822,3.665099766451636,935028596.48
TiDE,TiDE_raw,1,jacksonville,1.3245573043823242,1.4704504013061523,170807965.5724138,229230607.5904259,31.63179300590755,0.155283254078499,627856750.4000001
TiDE,TiDE_raw,6,jacksonville,1.3245573043823242,1.4704504013061523,241229839.39310345,324018603.1316017,43.29993177356806,0.316407026457496,1016184685.7600003
TiDE,TiDE_raw,12,jacksonville,1.3245573043823242,1.4704504013061523,257450638.4,330773677.7877443,48.06417907557755,0.6162393329019709,932811781.1200006
TiDE,TiDE_raw,24,jacksonville,1.3245573043823242,1.4704504013061523,270798337.9310345,331155161.95062995,60.55731959854104,3.205418342311112,914873173.7600003
TiDE,TiDE_score_as_feature,1,jacksonville,1.5855422019958496,1.7621808052062988,145987605.9586207,197760135.0365422,27.25868797653192,0.1172227117163528,548544895.6800001
TiDE,TiDE_score_as_feature,6,jacksonville,1.5855422019958496,1.7621808052062988,242492687.8344828,322870891.23062307,43.58102661044608,0.3109114803035194,1018567954.8800006
TiDE,TiDE_score_as_feature,12,jacksonville,1.5855422019958496,1.7621808052062988,253043982.8413793,324964308.5639365,47.04617824130143,0.5836436228746648,931964712.9600004
TiDE,TiDE_score_as_feature,24,jacksonville,1.5855422019958496,1.7621808052062988,270847471.6137931,330755859.18831766,60.86074852791116,3.222080518483494,889660424.6400003
TiDE,TiDE_mask_out,1,jacksonville,1.3161840438842771,1.431731939315796,173012376.93793103,232078449.1426747,32.02662820156264,0.1602804584780545,634552343.3600001
TiDE,TiDE_mask_out,6,jacksonville,1.3161840438842771,1.431731939315796,239053552.93793103,321681810.95629376,42.9192962050195,0.3103067161299097,1010028153.2800004
TiDE,TiDE_mask_out,12,jacksonville,1.3161840438842771,1.431731939315796,256833432.0,330121868.735507,47.94506104344137,0.6145096937671151,931484332.8000004
TiDE,TiDE_mask_out,24,jacksonville,1.3161840438842771,1.431731939315796,269693573.9034483,329840926.75205183,60.21265252762432,3.2111953069718417,916409105.9200004
TiDE,TiDE_both,1,jacksonville,1.6296498775482178,1.7129299640655518,146128032.88275862,198086127.55925056,27.32872373785975,0.1182795058951057,551331670.7200001
TiDE,TiDE_both,6,jacksonville,1.6296498775482178,1.7129299640655518,243240560.93793103,323364747.7650987,43.69512866290628,0.3120891655049946,1017718656.9600006
TiDE,TiDE_both,12,jacksonville,1.6296498775482178,1.7129299640655518,255196586.64827585,327438765.0383868,47.514491637651645,0.5921737485165165,932383499.5200005
TiDE,TiDE_both,24,jacksonville,1.6296498775482178,1.7129299640655518,269777625.87586206,329083403.4908391,60.537238677398186,3.223779387550412,883259426.2400004
GRU-LSTM,GRU_raw,1,louisville,10.03357434272766,0.0013296604156494,46263244.0,58292731.66261742,52.28157806396485,0.490988165140152,157192416.0
GRU-LSTM,GRU_raw,6,louisville,10.03357434272766,0.0013296604156494,64610572.0,95441731.94878744,67.16154479980469,0.708591878414154,250793184.0
GRU-LSTM,GRU_raw,12,louisville,10.03357434272766,0.0013296604156494,77787656.0,116709054.6956814,67.86558532714844,0.788963794708252,370586720.0
GRU-LSTM,GRU_raw,24,louisville,10.03357434272766,0.0013296604156494,74829304.0,113193488.1730395,60.754974365234375,1.2831248044967651,359614688.0
GRU-LSTM,GRU_mask_out,1,louisville,10.064289569854736,0.00130295753479,45145644.0,54556026.16773036,50.70937728881836,0.4803371727466583,149357360.0
GRU-LSTM,GRU_mask_out,6,louisville,10.064289569854736,0.00130295753479,55735200.0,87816243.94149446,54.3337516784668,0.59007728099823,239114400.0
GRU-LSTM,GRU_mask_out,12,louisville,10.064289569854736,0.00130295753479,71491192.0,113995299.0816081,61.05652618408203,0.6712698340415955,377076512.0
GRU-LSTM,GRU_mask_out,24,louisville,10.064289569854736,0.00130295753479,68857384.0,111343257.96576422,56.91584396362305,1.220684051513672,366024960.0
GRU-LSTM,GRU_score_as_feature,1,louisville,10.179442167282104,0.0013501644134521,49071308.0,63822144.93774198,58.00191116333008,0.5877489447593689,174566544.0
GRU-LSTM,GRU_score_as_feature,6,louisville,10.179442167282104,0.0013501644134521,59978008.0,89528763.54093494,59.009544372558594,0.5903730988502502,246137360.0
GRU-LSTM,GRU_score_as_feature,12,louisville,10.179442167282104,0.0013501644134521,75734968.0,120156793.28307632,68.00259399414062,4.410768032073975,423223968.0
GRU-LSTM,GRU_score_as_feature,24,louisville,10.179442167282104,0.0013501644134521,75439328.0,121126135.23678978,63.8218994140625,1.2077618837356567,379694752.0
GRU-LSTM,GRU_both,1,louisville,10.121108293533323,0.0013267993927001,48479216.0,62363698.27353397,57.27053451538086,0.5570820569992065,195560960.0
GRU-LSTM,GRU_both,6,louisville,10.121108293533323,0.0013267993927001,57209664.0,91882874.32881355,57.43292999267578,0.5813289284706116,234762768.0
GRU-LSTM,GRU_both,12,louisville,10.121108293533323,0.0013267993927001,67002120.0,113584225.6160847,56.91640853881836,0.6149489283561707,411726144.0
GRU-LSTM,GRU_both,24,louisville,10.121108293533323,0.0013267993927001,67742472.0,115910976.8759274,57.125709533691406,1.138392210006714,398249472.0
SARIMA,SARIMA_raw,1,louisville,8.01402735710144,0.013505220413208,58395675.96400806,71997206.01586287,58.44704015031824,0.7093481197405583,166758029.10715517
SARIMA,SARIMA_raw,6,louisville,8.01402735710144,0.013505220413208,65360019.843178615,97476049.98231836,58.99938258098905,0.7322423953368653,192589422.12000784
SARIMA,SARIMA_raw,12,louisville,8.01402735710144,0.013505220413208,78202605.41013882,117823968.92938092,62.59672722535494,0.8037647911578156,381887534.8491071
SARIMA,SARIMA_raw,24,louisville,8.01402735710144,0.013505220413208,78971134.31039748,118159126.03110464,62.76972465818464,1.3784408595673263,381887534.8491071
XGBoost,XGB_raw,1,louisville,1.0249090194702148,0.0013134479522705,50554220.0,73211316.89056298,50.19130706787109,0.4704947471618652,233389360.0
